"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-03",1969,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1970,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1971,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1972,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1973,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1974,NA,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1975,15000,15000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1976,7500,7500,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1977,25000,25000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1978,15000,15000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1979,15000,15000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1980,10000,10000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1981,20000,20000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1982,22000,22000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1983,6000,6000,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1984,119069,119069,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1985,172698,172698,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1986,160997,160997,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1987,76394,76394,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1988,33639,33639,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1989,72305,72305,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1990,172905,172905,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1991,87866,87866,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1992,124604,124604,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1993,107495,107495,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1994,97896,97896,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1995,26746,26746,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1996,32570,32570,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1997,65311,65311,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1998,185072,185072,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",1999,95973,95973,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2000,80480,80480,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2001,107986,107986,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2002,86783,86783,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2003,243351,243351,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2004,135247,135247,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2005,80350,80350,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2006,55548,55548,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2007,76667,76667,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2008,39685,39685,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2009,72742,72742,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2010,103212,103212,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2011,122090,122090,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2012,46038,46038,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2013,45768,45768,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2014,45011,45011,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2015,100361,100361,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2016,44485,44485,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2017,29933,29933,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2018,45736,45736,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2019,43922,43922,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2020,41003,41003,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2021,40211,40211,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2022,82859,82859,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-03",2023,146371,146371,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall"
"CK-04",1929,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
"CK-04",1930,NA,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring"
