AF_ID,AF_PopName,AF_AltPopName,AF_Timing,AF_CU_ID,AF_Notes,AF_POP_ID,NF_POP_ID,NF_PopName,NF_AltPopName,NF_CU_ID,NF_CUName,SF_ID,SF_PopName,SF_CU_ID,SF_CUName,MF_POP_ID,MF_PopName,MF_AltPopName,MF_TSName,MF_CU_ID
8009,Uncha Creek,,T3,7,,45523,45523,UNCHA CREEK,UNCHA CREEK,L-06-07,FRANCOIS/FRASER-SUMMER TIMING,184,Uncha Creek,SEL-L-06-07,Fran_Fras_S,45523,UNCHA CREEK,UNCHA CREEK,Uncha Creek,SEL-06-07
2027,Unnamed Creek,700 m south of 2 Mile Creek,T2,17,,7633,7633,UNNAMED CREEK,UNNAMED CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Unnamed Creek,2,2,7633,UNNAMED CREEK,UNNAMED CREEK,Unnamed Creek,SEL-09-02
3010,Unnamed Creek,,T1,19,,NA,NA,NA,NA,NA,NA,2,Unnamed Creek,2,2,NA,NA,NA,NA,NA
12007,Upper & Lower Seton Channels,,T3,99,,45103,NA,NA,NA,NA,NA,168,Upper & Lower Seton Channels,NA,NA,NA,NA,NA,NA,NA
7027,Upper Pitt Channel,Alvin Spawning Channel,T2,15,,7693,7693,UPPER PITT CHANNEL,UPPER PITT CHANNEL,L-03-05,PITT-EARLY SUMMER TIMING,101,Upper Pitt Channel,SEL-L-03-05,Pitt_ES,7693,UPPER PITT CHANNEL,UPPER PITT CHANNEL,Upper Pitt Channel,SEL-03-05
7023,Upper Pitt River,,T2,15,,47917,47917,UPPER PITT RIVER,UPPER PITT RIVER,L-03-05,PITT-EARLY SUMMER TIMING,99,Upper Pitt River,SEL-L-03-05,Pitt_ES,47917,PITT RIVER-UPPER,PITT RIVER-UPPER,Upper Pitt River,SEL-03-05
4036,Ure Creek,,T4,12,New in 2016,0,NA,NA,NA,NA,NA,438,Ure Creek,NA,NA,NA,NA,NA,NA,NA
3040,Van Decar Creek,Rossette Creek,T1,19,,45569,45569,VAN DECAR CREEK,VAN DECAR CREEK,L-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,57,Van Decar Creek,NA,NA,45569,VAN DECAR CREEK,VAN DECAR CREEK,Van Decar Creek,SEL-06-14
5052,Vanishing Creek - shore,,T4,18,,3392,3392,VANISHING CREEK - SHORE,VANISHING CREEK - SHORE,L-09-03,SHUSWAP COMPLEX-LATE TIMING,378,Vanishing Creek - shore,SEL-L-09-03,Shuswap_L,3392,VANISHING CREEK-LAKE SHORE,VANISHING CREEK-LAKE SHORE,Vanishing Creek - shore,SEL-09-03
7019,Vedder River,,T4,99,,46981,NA,NA,NA,NA,NA,410,Vedder River,SK_28,LFR_RT,NA,NA,NA,NA,NA
7016,Wahleach Creek,Jones Creek,T4,99,,47099,NA,NA,NA,NA,NA,411,Wahleach Creek,SK_28,LFR_RT,NA,NA,NA,NA,NA
5025,Wap Creek,Frog Creek,T4,18,,46519,46519,WAP CREEK,WAP CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,379,Wap Creek,SEL-L-09-03,Shuswap_L,46519,WAP CREEK,WAP CREEK,Wap Creek,SEL-09-03
11014,Wasko Creek,,T3,16,,45065,45065,LOWER WASKO CREEK,LOWER WASKO CREEK,L-06-10,QUESNEL-SUMMER TIMING,285,Wasko Creek,SEL-L-06-10,Quesnel_S,45065,WASKO CREEK-LOWER,WASKO CREEK-LOWER,Wasko Creek,SEL-06-10
11101,Wasko Creek - shore,,T3,16,,3384,3384,WASKO CR. - LAKE SHORE,WASKO CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,286,Wasko Creek - shore,SEL-L-06-10,Quesnel_S,3384,WASKO CREEK-LAKE SHORE,WASKO CREEK-LAKE SHORE,Wasko Creek - shore,SEL-06-10
11100,Wasko Creek - Upper,,T3,16,,3263,3263,UPPER WASKO CREEK,UPPER WASKO CREEK,L-06-10,QUESNEL-SUMMER TIMING,287,Wasko Creek - Upper,SEL-L-06-10,Quesnel_S,3263,WASKO CREEK-UPPER,WASKO CREEK-UPPER,Wasko Creek - Upper,SEL-06-10
11063,Watt Cr. - Shore,,T3,16,,3385,3385,WATT CR. - LAKE SHORE,WATT CR. - LAKE SHORE,L-06-10,QUESNEL-SUMMER TIMING,288,Watt Cr. - Shore,SEL-L-06-10,Quesnel_S,3385,WATT CREEK-LAKE SHORE,WATT CREEK-LAKE SHORE,Watt Cr. - Shore,SEL-06-10
11026,Watt Creek,,T3,16,,45062,45062,WATT CREEK,WATT CREEK,L-06-10,QUESNEL-SUMMER TIMING,289,Watt Creek,SEL-L-06-10,Quesnel_S,45062,WATT CREEK/MFR,WATT CREEK/MFR,Watt Creek,SEL-06-10
4021,Weaver Channel,,T4,9,,45087,45087,WEAVER CHANNEL,WEAVER CHANNEL,L-03-04,HARRISON-UPSTREAM MIGRATING-LATE TIMING,397,Weaver Channel,SEL-L-03-04,Harrison_US_L,45087,WEAVER  SPAWNING CHANNEL,WEAVER  SPAWNING CHANNEL,Weaver Channel,SEL-03-04
4022,Weaver Creek,,T4,9,,46044,46044,WEAVER CREEK,WEAVER CREEK,L-03-04,HARRISON-UPSTREAM MIGRATING-LATE TIMING,398,Weaver Creek,SEL-L-03-04,Harrison_US_L,46044,WEAVER CREEK,WEAVER CREEK,Weaver Creek,SEL-03-04
13006,West Road River,,T3,29,Moved from Quesnel,45983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,WestRoad River,,T3,29,Moved to Mid Fraser,45983,NA,NA,NA,NA,NA,175,WestRoad River,SER-R05,MFR_RT,NA,NA,NA,NA,NA
11106,Whiffle Creek,,T3,16,,3088,3088,WHIFFLE CREEK,WHIFFLE CREEK,L-06-10,QUESNEL-SUMMER TIMING,290,Whiffle Creek,SEL-L-06-10,Quesnel_S,3088,WHIFFLE CREEK,WHIFFLE CREEK,Whiffle Creek,SEL-06-10
7037,Widgeon Creek,,T3,22,New in 2014,7763,NA,NA,NA,NA,NA,384,Widgeon Creek,SER-R02,Widgeon_RT,NA,NA,NA,NA,NA
7022,Widgeon Slough,,T3,22,,47954,47954,WIDGEON CREEK,WIDGEON CREEK,R-02,WIDGEON,385,Widgeon Slough,NA,NA,47954,WIDGEON SLOUGH,WIDGEON SLOUGH,Widgeon Slough,SER-02
13001,Williams Lake River,,T3,29,,2804,NA,NA,NA,NA,NA,172,Williams Lake River,NA,NA,NA,NA,NA,NA,NA
11068,Winkley Creek,,T3,16,,45040,NA,NA,NA,NA,NA,291,Winkley Creek,SEL-L-06-10,Quesnel_S,NA,NA,NA,NA,NA
13004,Yalakom River,,T3,29,,47231,NA,NA,NA,NA,NA,173,Yalakom River,SER-R05,MFR_RT,NA,NA,NA,NA,NA
7018,Yale Creek,,T4,99,,47147,NA,NA,NA,NA,NA,439,Yale Creek,NA,NA,NA,NA,NA,NA,NA
2007,Yard Creek,,T2,17,,45024,45024,YARD CREEK,YARD CREEK,L-09-02,SHUSWAP COMPLEX-EARLY SUMMER TIMING,2,Yard Creek,2,2,45024,YARD CREEK,YARD CREEK,Yard Creek,SEL-09-02
5040,Yard Creek,,T4,18,,45025,45025,YARD CREEK,YARD CREEK,L-09-03,SHUSWAP COMPLEX-LATE TIMING,2,Yard Creek,2,2,45025,YARD CREEK,YARD CREEK,Yard Creek,SEL-09-03
1009,"Yoheta Creek, lower",,T2,21,,7630,NA,NA,NA,NA,NA,148,"Yoheta Creek, lower",NA,NA,7630,YOHETTA CREEK,YOHETTA CREEK,,SEL-06-16
1008,"Yoheta Creek, upper",,T2,21,,7631,7631,YOHETTA CREEK-UPPER,YOHETTA CREEK-UPPER,L-06-16,TASEKO-EARLY SUMMER TIMING,149,"Yoheta Creek, upper",NA,NA,7631,YOHETTA CREEK-UPPER,YOHETTA CREEK-UPPER,"Yoheta Creek, upper",SEL-06-16
