"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","CK-13",1982,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1983,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1984,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1985,450,450,"DU12","South Thompson_SU_0.3","STh-0.3",450,450,NA,NA
"Chinook","CK-13",1986,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1987,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1988,1600,1600,"DU12","South Thompson_SU_0.3","STh-0.3",1600,1600,NA,NA
"Chinook","CK-13",1989,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1990,1397,1397,"DU12","South Thompson_SU_0.3","STh-0.3",1397,1397,NA,NA
"Chinook","CK-13",1991,2488,2488,"DU12","South Thompson_SU_0.3","STh-0.3",2488,2488,NA,NA
"Chinook","CK-13",1992,1245,1245,"DU12","South Thompson_SU_0.3","STh-0.3",1245,1245,NA,NA
"Chinook","CK-13",1993,885,885,"DU12","South Thompson_SU_0.3","STh-0.3",885,885,NA,NA
"Chinook","CK-13",1994,3777,3777,"DU12","South Thompson_SU_0.3","STh-0.3",3777,3777,NA,NA
"Chinook","CK-13",1995,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1996,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1997,42786.2133571965,42786.2133571965,"DU12","South Thompson_SU_0.3","STh-0.3",42786.2133571965,42786.2133571965,NA,NA
"Chinook","CK-13",1998,53752.2381517475,53752.2381517475,"DU12","South Thompson_SU_0.3","STh-0.3",53752.2381517475,53752.2381517475,NA,NA
"Chinook","CK-13",1999,19267,19267,"DU12","South Thompson_SU_0.3","STh-0.3",19267,19267,NA,NA
"Chinook","CK-13",2000,18320,18320,"DU12","South Thompson_SU_0.3","STh-0.3",18320,18320,NA,NA
"Chinook","CK-13",2001,45288,45288,"DU12","South Thompson_SU_0.3","STh-0.3",45288,45288,NA,NA
"Chinook","CK-13",2002,68620,68620,"DU12","South Thompson_SU_0.3","STh-0.3",68620,68620,NA,NA
"Chinook","CK-13",2003,48981.3158285257,48981.3158285257,"DU12","South Thompson_SU_0.3","STh-0.3",48981.3158285257,48981.3158285257,NA,NA
"Chinook","CK-13",2004,47461,47461,"DU12","South Thompson_SU_0.3","STh-0.3",47461,47461,NA,NA
"Chinook","CK-13",2005,85941.0115697046,85941.0115697046,"DU12","South Thompson_SU_0.3","STh-0.3",85941.0115697046,85941.0115697046,NA,NA
"Chinook","CK-13",2006,138964,138964,"DU12","South Thompson_SU_0.3","STh-0.3",138964,138964,NA,NA
"Chinook","CK-13",2007,64434,64434,"DU12","South Thompson_SU_0.3","STh-0.3",64434,64434,NA,NA
"Chinook","CK-13",2008,89098,89098,"DU12","South Thompson_SU_0.3","STh-0.3",89098,89098,NA,NA
"Chinook","CK-13",2009,67537.0751922041,67537.0751922041,"DU12","South Thompson_SU_0.3","STh-0.3",67537.0751922041,67537.0751922041,NA,NA
"Chinook","CK-13",2010,93159.5044579737,93159.5044579737,"DU12","South Thompson_SU_0.3","STh-0.3",93159.5044579737,93159.5044579737,NA,NA
"Chinook","CK-13",2011,119027,119027,"DU12","South Thompson_SU_0.3","STh-0.3",119027,119027,NA,NA
"Chinook","CK-13",2012,48157,48157,"DU12","South Thompson_SU_0.3","STh-0.3",48157,48157,NA,NA
"Chinook","CK-13",2013,100634.486178952,100634.486178952,"DU12","South Thompson_SU_0.3","STh-0.3",100634.486178952,100634.486178952,NA,NA
"Chinook","CK-13",2014,42273,42273,"DU12","South Thompson_SU_0.3","STh-0.3",42273,42273,NA,NA
"Chinook","CK-13",2015,147925,147925,"DU12","South Thompson_SU_0.3","STh-0.3",147925,147925,NA,NA
"Chinook","CK-13",2016,99150.761541306,99150.761541306,"DU12","South Thompson_SU_0.3","STh-0.3",99150.761541306,99150.761541306,NA,NA
"Chinook","CK-13",2017,80721.5213327758,80721.5213327758,"DU12","South Thompson_SU_0.3","STh-0.3",80721.5213327758,80721.5213327758,NA,NA
"Chinook","CK-13",2018,37005,37005,"DU12","South Thompson_SU_0.3","STh-0.3",37005,37005,NA,NA
"Chinook","CK-13",2019,157834.946395555,157834.946395555,"DU12","South Thompson_SU_0.3","STh-0.3",157834.946395555,157834.946395555,NA,NA
"Chinook","CK-13",2020,137901.2784149,137901.2784149,"DU12","South Thompson_SU_0.3","STh-0.3",137901.2784149,137901.2784149,NA,NA
"Chinook","CK-13",2021,165887.315533664,165887.315533664,"DU12","South Thompson_SU_0.3","STh-0.3",165887.315533664,165887.315533664,NA,NA
"Chinook","CK-13",2022,122555.720035327,122555.720035327,"DU12","South Thompson_SU_0.3","STh-0.3",122555.720035327,122555.720035327,NA,NA
"Chinook","CK-14",1975,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1976,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1977,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1978,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1979,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1980,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1981,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1982,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1983,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1984,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1985,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1986,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1987,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1988,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1989,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1990,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1991,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1992,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1993,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1994,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1995,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1996,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1997,NA,NA,"DU13","South Thompson_SU_1.3","STh-1.3",NA,NA,NA,NA
"Chinook","CK-14",1998,284,NA,"DU13","South Thompson_SU_1.3","STh-1.3",284,NA,NA,NA
"Chinook","CK-14",1999,1008.00379943265,657.003799432651,"DU13","South Thompson_SU_1.3","STh-1.3",1008.00379943265,657.003799432651,NA,NA
"Chinook","CK-14",2000,1562.14742660793,1136.14742660793,"DU13","South Thompson_SU_1.3","STh-1.3",1562.14742660793,1136.14742660793,NA,NA
"Chinook","CK-14",2001,2852.39228988173,1490.39228988173,"DU13","South Thompson_SU_1.3","STh-1.3",2852.39228988173,1490.39228988173,NA,NA
"Chinook","CK-14",2002,2544.30497477308,1541.30497477308,"DU13","South Thompson_SU_1.3","STh-1.3",2544.30497477308,1541.30497477308,NA,NA
"Chinook","CK-14",2003,1818,1729,"DU13","South Thompson_SU_1.3","STh-1.3",1818,1729,NA,NA
"Chinook","CK-14",2004,1304.7187639836,909.718763983595,"DU13","South Thompson_SU_1.3","STh-1.3",1304.7187639836,909.718763983595,NA,NA
"Chinook","CK-14",2005,758.845937213914,451.845937213914,"DU13","South Thompson_SU_1.3","STh-1.3",758.845937213914,451.845937213914,NA,NA
"Chinook","CK-14",2006,1111.38880450267,557.388804502666,"DU13","South Thompson_SU_1.3","STh-1.3",1111.38880450267,557.388804502666,NA,NA
"Chinook","CK-14",2007,524.161975704979,351.161975704978,"DU13","South Thompson_SU_1.3","STh-1.3",524.161975704979,351.161975704978,NA,NA
"Chinook","CK-14",2008,1162,678,"DU13","South Thompson_SU_1.3","STh-1.3",1162,678,NA,NA
"Chinook","CK-14",2009,900,588,"DU13","South Thompson_SU_1.3","STh-1.3",900,588,NA,NA
"Chinook","CK-14",2010,2372,1767,"DU13","South Thompson_SU_1.3","STh-1.3",2372,1767,NA,NA
"Chinook","CK-14",2011,610,449,"DU13","South Thompson_SU_1.3","STh-1.3",610,449,NA,NA
"Chinook","CK-14",2012,787,443,"DU13","South Thompson_SU_1.3","STh-1.3",787,443,NA,NA
"Chinook","CK-14",2013,1618,916,"DU13","South Thompson_SU_1.3","STh-1.3",1618,916,NA,NA
"Chinook","CK-14",2014,1661,851,"DU13","South Thompson_SU_1.3","STh-1.3",1661,851,NA,NA
"Chinook","CK-14",2015,1047,908,"DU13","South Thompson_SU_1.3","STh-1.3",1047,908,NA,NA
"Chinook","CK-14",2016,408.452404024908,277,"DU13","South Thompson_SU_1.3","STh-1.3",408.452404024908,277,NA,NA
"Chinook","CK-14",2017,1105,935,"DU13","South Thompson_SU_1.3","STh-1.3",1105,935,NA,NA
"Chinook","CK-14",2018,880,750,"DU13","South Thompson_SU_1.3","STh-1.3",880,750,NA,NA
"Chinook","CK-14",2019,1179,807,"DU13","South Thompson_SU_1.3","STh-1.3",1179,807,NA,NA
"Chinook","CK-14",2020,1069,723,"DU13","South Thompson_SU_1.3","STh-1.3",1069,723,NA,NA
"Chinook","CK-14",2021,3075,2669,"DU13","South Thompson_SU_1.3","STh-1.3",3075,2669,NA,NA
"Chinook","CK-14",2022,1205,715,"DU13","South Thompson_SU_1.3","STh-1.3",1205,715,NA,NA
"Chinook","CK-15",1975,31570,31570,"DU12","Shuswap River_SU_0.3","STh-SHUR",31570,31570,NA,NA
"Chinook","CK-15",1976,3347,3347,"DU12","Shuswap River_SU_0.3","STh-SHUR",3347,3347,NA,NA
"Chinook","CK-15",1977,15503,15503,"DU12","Shuswap River_SU_0.3","STh-SHUR",15503,15503,NA,NA
"Chinook","CK-15",1978,17220,17220,"DU12","Shuswap River_SU_0.3","STh-SHUR",17220,17220,NA,NA
"Chinook","CK-15",1979,16453,16453,"DU12","Shuswap River_SU_0.3","STh-SHUR",16453,16453,NA,NA
"Chinook","CK-15",1980,5723,5723,"DU12","Shuswap River_SU_0.3","STh-SHUR",5723,5723,NA,NA
"Chinook","CK-15",1981,8248,8248,"DU12","Shuswap River_SU_0.3","STh-SHUR",8248,8248,NA,NA
"Chinook","CK-15",1982,2894,2894,"DU12","Shuswap River_SU_0.3","STh-SHUR",2894,2894,NA,NA
"Chinook","CK-15",1983,5841.67336523621,5396,"DU12","Shuswap River_SU_0.3","STh-SHUR",5841.67336523621,5396,NA,NA
"Chinook","CK-15",1984,8208.2222859935,7582,"DU12","Shuswap River_SU_0.3","STh-SHUR",8208.2222859935,7582,NA,NA
"Chinook","CK-15",1985,11409.4506293967,10539,"DU12","Shuswap River_SU_0.3","STh-SHUR",11409.4506293967,10539,NA,NA
"Chinook","CK-15",1986,22013.4518548393,20334,"DU12","Shuswap River_SU_0.3","STh-SHUR",22013.4518548393,20334,NA,NA
"Chinook","CK-15",1987,17811.907316203,16453,"DU12","Shuswap River_SU_0.3","STh-SHUR",17811.907316203,16453,NA,NA
"Chinook","CK-15",1988,26340.5772145223,24331,"DU12","Shuswap River_SU_0.3","STh-SHUR",26340.5772145223,24331,NA,NA
"Chinook","CK-15",1989,19895.8993896054,18378,"DU12","Shuswap River_SU_0.3","STh-SHUR",19895.8993896054,18378,NA,NA
"Chinook","CK-15",1990,24162.3995253349,22319,"DU12","Shuswap River_SU_0.3","STh-SHUR",24162.3995253349,22319,NA,NA
"Chinook","CK-15",1991,17811.907316203,16453,"DU12","Shuswap River_SU_0.3","STh-SHUR",17811.907316203,16453,NA,NA
"Chinook","CK-15",1992,24813.0380895504,22920,"DU12","Shuswap River_SU_0.3","STh-SHUR",24813.0380895504,22920,NA,NA
"Chinook","CK-15",1993,9870.00297829105,9117,"DU12","Shuswap River_SU_0.3","STh-SHUR",9870.00297829105,9117,NA,NA
"Chinook","CK-15",1994,31116.9787874322,28743,"DU12","Shuswap River_SU_0.3","STh-SHUR",31116.9787874322,28743,NA,NA
"Chinook","CK-15",1995,17811.907316203,16453,"DU12","Shuswap River_SU_0.3","STh-SHUR",17811.907316203,16453,NA,NA
"Chinook","CK-15",1996,37627.694802727,34757,"DU12","Shuswap River_SU_0.3","STh-SHUR",37627.694802727,34757,NA,NA
"Chinook","CK-15",1997,24378.9181823117,22519,"DU12","Shuswap River_SU_0.3","STh-SHUR",24378.9181823117,22519,NA,NA
"Chinook","CK-15",1998,37084.232973715,34255,"DU12","Shuswap River_SU_0.3","STh-SHUR",37084.232973715,34255,NA,NA
"Chinook","CK-15",1999,51175.2671697703,47271,"DU12","Shuswap River_SU_0.3","STh-SHUR",51175.2671697703,47271,NA,NA
"Chinook","CK-15",2000,30378.6501671411,28061,"DU12","Shuswap River_SU_0.3","STh-SHUR",30378.6501671411,28061,NA,NA
"Chinook","CK-15",2001,39008.0012409546,36032,"DU12","Shuswap River_SU_0.3","STh-SHUR",39008.0012409546,36032,NA,NA
"Chinook","CK-15",2002,59085.7763024206,54578,"DU12","Shuswap River_SU_0.3","STh-SHUR",59085.7763024206,54578,NA,NA
"Chinook","CK-15",2003,43206.2979997363,39910,"DU12","Shuswap River_SU_0.3","STh-SHUR",43206.2979997363,39910,NA,NA
"Chinook","CK-15",2004,18585.9615148953,17168,"DU12","Shuswap River_SU_0.3","STh-SHUR",18585.9615148953,17168,NA,NA
"Chinook","CK-15",2005,19630.6640348088,18133,"DU12","Shuswap River_SU_0.3","STh-SHUR",19630.6640348088,18133,NA,NA
"Chinook","CK-15",2006,64568,59329,"DU12","Shuswap River_SU_0.3","STh-SHUR",64568,59329,NA,NA
"Chinook","CK-15",2007,17398,16168,"DU12","Shuswap River_SU_0.3","STh-SHUR",17398,16168,NA,NA
"Chinook","CK-15",2008,16938,15161,"DU12","Shuswap River_SU_0.3","STh-SHUR",16938,15161,NA,NA
"Chinook","CK-15",2009,27329,25530,"DU12","Shuswap River_SU_0.3","STh-SHUR",27329,25530,NA,NA
"Chinook","CK-15",2010,76800,71683,"DU12","Shuswap River_SU_0.3","STh-SHUR",76800,71683,NA,NA
"Chinook","CK-15",2011,20335,19218,"DU12","Shuswap River_SU_0.3","STh-SHUR",20335,19218,NA,NA
"Chinook","CK-15",2012,4705,4346,"DU12","Shuswap River_SU_0.3","STh-SHUR",4705,4346,NA,NA
"Chinook","CK-15",2013,31454,29061,"DU12","Shuswap River_SU_0.3","STh-SHUR",31454,29061,NA,NA
"Chinook","CK-15",2014,46514,44240,"DU12","Shuswap River_SU_0.3","STh-SHUR",46514,44240,NA,NA
"Chinook","CK-15",2015,42697.4791558406,39440,"DU12","Shuswap River_SU_0.3","STh-SHUR",42697.4791558406,39440,NA,NA
"Chinook","CK-15",2016,6969.73556808575,6438,"DU12","Shuswap River_SU_0.3","STh-SHUR",6969.73556808575,6438,NA,NA
"Chinook","CK-15",2017,14217,13430,"DU12","Shuswap River_SU_0.3","STh-SHUR",14217,13430,NA,NA
"Chinook","CK-15",2018,19220,17120,"DU12","Shuswap River_SU_0.3","STh-SHUR",19220,17120,NA,NA
"Chinook","CK-15",2019,31705,29649,"DU12","Shuswap River_SU_0.3","STh-SHUR",31705,29649,NA,NA
"Chinook","CK-15",2020,27582,25528,"DU12","Shuswap River_SU_0.3","STh-SHUR",27582,25528,NA,NA
"Chinook","CK-15",2021,31427,29507,"DU12","Shuswap River_SU_0.3","STh-SHUR",31427,29507,NA,NA
"Chinook","CK-15",2022,35639,33914,"DU12","Shuswap River_SU_0.3","STh-SHUR",35639,33914,NA,NA
"Chinook","CK-16",1975,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1976,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1977,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1978,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1979,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1980,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1981,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1982,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1983,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1984,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1985,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1986,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1987,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1988,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1989,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1990,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1991,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1992,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1993,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1994,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1995,50,50,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",50,50,NA,NA
"Chinook","CK-16",1996,150,150,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",150,150,NA,NA
"Chinook","CK-16",1997,25,25,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",25,25,NA,NA
"Chinook","CK-16",1998,17,17,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",17,17,NA,NA
"Chinook","CK-16",1999,397.790666038669,397.790666038669,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",397.790666038669,397.790666038669,NA,NA
"Chinook","CK-16",2000,91,91,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",91,91,NA,NA
"Chinook","CK-16",2001,459,459,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",459,459,NA,NA
"Chinook","CK-16",2002,245,245,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",245,245,NA,NA
"Chinook","CK-16",2003,207,207,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",207,207,NA,NA
"Chinook","CK-16",2004,175,175,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",175,175,NA,NA
"Chinook","CK-16",2005,180,180,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",180,180,NA,NA
"Chinook","CK-16",2006,276,276,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",276,276,NA,NA
"Chinook","CK-16",2007,5,5,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",5,5,NA,NA
"Chinook","CK-16",2008,77,77,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",77,77,NA,NA
"Chinook","CK-16",2009,28,28,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",28,28,NA,NA
"Chinook","CK-16",2010,202,202,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",202,202,NA,NA
"Chinook","CK-16",2011,8,8,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",8,8,NA,NA
"Chinook","CK-16",2012,14,14,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",14,14,NA,NA
"Chinook","CK-16",2013,195,195,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",195,195,NA,NA
"Chinook","CK-16",2014,96,96,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",96,96,NA,NA
"Chinook","CK-16",2015,144,144,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",144,144,NA,NA
"Chinook","CK-16",2016,7.27989567178909,7.27989567178909,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",7.27989567178909,7.27989567178909,NA,NA
"Chinook","CK-16",2017,17,17,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",17,17,NA,NA
"Chinook","CK-16",2018,4.92759805324935,4.92759805324935,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",4.92759805324935,4.92759805324935,NA,NA
"Chinook","CK-16",2019,0,1,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",0,1,NA,NA
"Chinook","CK-16",2021,0,1,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",0,1,NA,NA
"Chinook","CK-16",2022,371,371,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",371,371,NA,NA
"Chinook","CK-17",1975,5606,NA,"DU15","Lower Thompson_SP_1.2","LTh",5606,NA,NA,NA
"Chinook","CK-17",1976,4445,NA,"DU15","Lower Thompson_SP_1.2","LTh",4445,NA,NA,NA
"Chinook","CK-17",1977,3498,NA,"DU15","Lower Thompson_SP_1.2","LTh",3498,NA,NA,NA
"Chinook","CK-17",1978,3974,NA,"DU15","Lower Thompson_SP_1.2","LTh",3974,NA,NA,NA
"Chinook","CK-17",1979,3017,NA,"DU15","Lower Thompson_SP_1.2","LTh",3017,NA,NA,NA
"Chinook","CK-17",1980,6180,NA,"DU15","Lower Thompson_SP_1.2","LTh",6180,NA,NA,NA
"Chinook","CK-17",1981,3258,NA,"DU15","Lower Thompson_SP_1.2","LTh",3258,NA,NA,NA
"Chinook","CK-17",1982,4737,NA,"DU15","Lower Thompson_SP_1.2","LTh",4737,NA,NA,NA
"Chinook","CK-17",1983,2439,32,"DU15","Lower Thompson_SP_1.2","LTh",2439,32,NA,NA
"Chinook","CK-17",1984,5497,818,"DU15","Lower Thompson_SP_1.2","LTh",5497,818,NA,NA
"Chinook","CK-17",1985,8589,1501,"DU15","Lower Thompson_SP_1.2","LTh",8589,1501,NA,NA
"Chinook","CK-17",1986,10585,2405,"DU15","Lower Thompson_SP_1.2","LTh",10585,2405,NA,NA
"Chinook","CK-17",1987,5884,1061,"DU15","Lower Thompson_SP_1.2","LTh",5884,1061,NA,NA
"Chinook","CK-17",1988,5860,2159,"DU15","Lower Thompson_SP_1.2","LTh",5860,2159,NA,NA
"Chinook","CK-17",1989,6679,1707,"DU15","Lower Thompson_SP_1.2","LTh",6679,1707,NA,NA
"Chinook","CK-17",1990,4486,1067,"DU15","Lower Thompson_SP_1.2","LTh",4486,1067,NA,NA
"Chinook","CK-17",1991,6444,2845,"DU15","Lower Thompson_SP_1.2","LTh",6444,2845,NA,NA
"Chinook","CK-17",1992,7960,2215,"DU15","Lower Thompson_SP_1.2","LTh",7960,2215,NA,NA
"Chinook","CK-17",1993,6816,1614,"DU15","Lower Thompson_SP_1.2","LTh",6816,1614,NA,NA
"Chinook","CK-17",1994,15643,5990,"DU15","Lower Thompson_SP_1.2","LTh",15643,5990,NA,NA
"Chinook","CK-17",1995,18086.9119891855,5911,"DU15","Lower Thompson_SP_1.2","LTh",18086.9119891855,5911,NA,NA
"Chinook","CK-17",1996,26871.8286664621,6806,"DU15","Lower Thompson_SP_1.2","LTh",26871.8286664621,6806,NA,NA
"Chinook","CK-17",1997,23244.6900679715,11696,"DU15","Lower Thompson_SP_1.2","LTh",23244.6900679715,11696,NA,NA
"Chinook","CK-17",1998,5453,2885,"DU15","Lower Thompson_SP_1.2","LTh",5453,2885,NA,NA
"Chinook","CK-17",1999,11743,3019,"DU15","Lower Thompson_SP_1.2","LTh",11743,3019,NA,NA
"Chinook","CK-17",2000,16309,6654,"DU15","Lower Thompson_SP_1.2","LTh",16309,6654,NA,NA
"Chinook","CK-17",2001,18511,7842,"DU15","Lower Thompson_SP_1.2","LTh",18511,7842,NA,NA
"Chinook","CK-17",2002,24750,9379,"DU15","Lower Thompson_SP_1.2","LTh",24750,9379,NA,NA
"Chinook","CK-17",2003,29046,11884,"DU15","Lower Thompson_SP_1.2","LTh",29046,11884,NA,NA
"Chinook","CK-17",2004,20681,7390,"DU15","Lower Thompson_SP_1.2","LTh",20681,7390,NA,NA
"Chinook","CK-17",2005,9077,5357,"DU15","Lower Thompson_SP_1.2","LTh",9077,5357,NA,NA
"Chinook","CK-17",2006,9923,3506,"DU15","Lower Thompson_SP_1.2","LTh",9923,3506,NA,NA
"Chinook","CK-17",2007,2653,1396,"DU15","Lower Thompson_SP_1.2","LTh",2653,1396,NA,NA
"Chinook","CK-17",2008,12114,6825,"DU15","Lower Thompson_SP_1.2","LTh",12114,6825,NA,NA
"Chinook","CK-17",2009,2489,1484,"DU15","Lower Thompson_SP_1.2","LTh",2489,1484,NA,NA
"Chinook","CK-17",2010,9687,3687,"DU15","Lower Thompson_SP_1.2","LTh",9687,3687,NA,NA
"Chinook","CK-17",2011,5420,2235,"DU15","Lower Thompson_SP_1.2","LTh",5420,2235,NA,NA
"Chinook","CK-17",2012,11634,4213,"DU15","Lower Thompson_SP_1.2","LTh",11634,4213,NA,NA
"Chinook","CK-17",2013,7148,2887,"DU15","Lower Thompson_SP_1.2","LTh",7148,2887,NA,NA
"Chinook","CK-17",2014,24859,15222,"DU15","Lower Thompson_SP_1.2","LTh",24859,15222,NA,NA
"Chinook","CK-17",2015,11274,5986,"DU15","Lower Thompson_SP_1.2","LTh",11274,5986,NA,NA
"Chinook","CK-17",2016,8969.81590383661,6058.81590383661,"DU15","Lower Thompson_SP_1.2","LTh",8969.81590383661,6058.81590383661,NA,NA
