"","DataSet","Year","Pop_Name","CU_Name","Escapement_Wild","Escapement_Total","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"198","Sk_Fraser",2019,"Bowron River, lower","Upper Fraser - Summer",0,0,NA,NA,7010,NA,NA
"199","Sk_Fraser",2019,"Bowron River, upper","Bowron - Early Summer",20,20,NA,NA,47419,"L-07-01",NA
"200","Sk_Fraser",2018,"Chilko River","Chilko - Summer",619623,619623,NA,NA,46843,"L-06-03",NA
"201","Sk_Fraser",2018,"Lastman Creek","Taseko - Early Summer",0,0,NA,NA,7744,"L-06-16",NA
"202","Sk_Fraser",2018,"Taseko Lake","Taseko - Early Summer",70,70,NA,NA,46853,"L-06-16",NA
"203","Sk_Fraser",2018,"Adams Channel","Shuswap - Early Summer",0,0,NA,NA,45082,"L-09-02",NA
"204","Sk_Fraser",2018,"Adams River, lower","Shuswap - Early Summer",61,61,NA,NA,46238,"L-09-02",NA
"205","Sk_Fraser",2018,"Adams River, upper","Shuswap - Early Summer",13318,13318,NA,NA,46248,NA,NA
"206","Sk_Fraser",2018,"Anstey River","Shuswap - Early Summer",12634,12634,NA,NA,46348,"L-09-02",NA
"207","Sk_Fraser",2018,"Blueberry Creek","Shuswap - Early Summer",0,0,NA,NA,7632,"L-09-02",NA
"208","Sk_Fraser",2018,"Burton Creek","Shuswap - Early Summer",103,103,NA,NA,45013,NA,NA
"209","Sk_Fraser",2018,"Cayenne Creek","Shuswap - Early Summer",698,698,NA,NA,46278,NA,NA
"210","Sk_Fraser",2018,"Celista Creek","Shuswap - Early Summer",841,841,NA,NA,46319,"L-09-02",NA
"211","Sk_Fraser",2018,"Craigellachie Creek","Shuswap - Early Summer",22,22,NA,NA,3437,"L-09-02",NA
"212","Sk_Fraser",2018,"Crazy Creek","Shuswap - Early Summer",1147,1147,NA,NA,810,"L-09-02",NA
"213","Sk_Fraser",2018,"Eagle River","Shuswap - Early Summer",242576,242576,NA,NA,46358,"L-09-02",NA
"214","Sk_Fraser",2018,"Four Mile Creek","Shuswap - Early Summer",0,0,NA,NA,7636,"L-09-02",NA
"215","Sk_Fraser",2018,"Four Mile Creek - Shore","Shuswap - Early Summer",0,0,NA,NA,NA,NA,NA
"216","Sk_Fraser",2018,"Hiuihill Creek","Shuswap - Early Summer",688,688,NA,NA,44983,"L-09-02",NA
"217","Sk_Fraser",2018,"Hunakwa Creek","Shuswap - Early Summer",92,92,NA,NA,46338,"L-09-02",NA
"218","Sk_Fraser",2018,"Loftus Creek","Shuswap - Early Summer",1105,1105,NA,NA,45085,"L-09-02",NA
"219","Sk_Fraser",2018,"McNomee Creek","Shuswap - Early Summer",22426,22426,NA,NA,45014,"L-09-02",NA
"220","Sk_Fraser",2018,"Momich River, lower","Shuswap - Early Summer",31,31,NA,NA,46268,NA,NA
"221","Sk_Fraser",2018,"Nikwikwaia Creek","Shuswap - Early Summer",509,509,NA,NA,45008,"L-09-02",NA
"222","Sk_Fraser",2018,"Onyx Creek","Shuswap - Early Summer",2,2,NA,NA,46298,"L-09-02",NA
"223","Sk_Fraser",2018,"Perry River","Shuswap - Early Summer",3523,3523,NA,NA,45026,"L-09-02",NA
"224","Sk_Fraser",2018,"Ross Creek","Shuswap - Early Summer",7,7,NA,NA,46308,NA,NA
"225","Sk_Fraser",2018,"Scotch Creek","Shuswap - Early Summer",82192,82192,NA,NA,46288,"L-09-02",NA
"226","Sk_Fraser",2018,"Seymour River","Shuswap - Early Summer",119462,119462,NA,NA,46328,"L-09-02",NA
